player_name,MLBAMID,Season,BIP,xHR,xBACON,xSLGCON,EV81,EV96,best_speed,hard_hit_rate
"O'Brien, Peter",598284,2019,23,1.079545810216307,0.31606834608575574,0.4623896786778882,102.7,107.852,98.54285714285714,0.32558139534883723
"Asche, Cody",605125,2017,29,1.0635163366082858,0.3322009893840757,0.4592113122936754,98.3,102.996,94.9,0.24528301886792453
"Mercado, Óscar",640458,2020,61,1.061569956680763,0.2193047211306994,0.2782333275294821,95.788,103.08000000000001,93.53148148148148,0.21100917431192662
"Calhoun, Willie",641432,2020,84,1.059694692441562,0.26217798866508973,0.31083966265084373,97.77799999999999,103.5,96.29565217391304,0.2805755395683453
"Cozens, Dylan",622226,2018,14,1.053087175947823,0.42807704013206865,0.6862920061477057,103.292,113.1,101.31875,0.3333333333333333
"Marrero, Chris",502029,2017,29,1.0522300172120884,0.2290417962418548,0.34191470063678275,89.835,102.27199999999998,90.76666666666667,0.14583333333333334
"Musgrove, Joe",605397,2019,33,1.050139946967192,0.27615303026907373,0.3863367246172429,95.76700000000001,104.056,92.44444444444444,0.2037037037037037
"Pena, Ramiro",455369,2016,68,1.048834215133862,0.3104651522658327,0.3659914994332519,94.25000000000001,100.05999999999999,92.09230769230768,0.18867924528301888
"Heredia, Guillermo",628338,2016,74,1.0477561307892707,0.29523727234855696,0.3419127265845357,94.14800000000001,99.844,91.04482758620689,0.13675213675213677
"Matz, Steven",571927,2019,40,1.0466756719495898,0.3649426154792309,0.45338861857475654,93.465,100.26,90.67142857142858,0.14285714285714285
"Morrison, Logan",489149,2019,24,1.0461341737382286,0.22196265868842602,0.3579818109789635,99.1,108.224,98.16190476190476,0.29545454545454547
"Lin, Tzu-Wei",624407,2018,48,1.04526290379376,0.3614303480523328,0.4490461419658626,94.3,102.16,93.2,0.18181818181818182
"Smith, Mallex",605480,2017,164,1.0450727858195403,0.2658582071024107,0.291391788797216,90.589,99.548,89.12370370370371,0.12222222222222222
"Rengifo, Luis",650859,2020,65,1.0381936104165064,0.28528899003106817,0.3372115476126846,95.19600000000001,103.56,93.31896551724138,0.20512820512820512
"Alvarez, Pedro",476883,2017,22,1.0239009303588098,0.4100385751913894,0.5550533909729523,103.22900000000001,113.15200000000002,102.68125,0.4375
"Lester, Jon",452657,2017,29,1.0224362997438767,0.33305267450110665,0.4629704344831469,99.44200000000001,104.172,96.28095238095239,0.2558139534883721
"Strasburg, Stephen",544931,2019,46,1.0210270835129265,0.33007961023679894,0.40828805445853295,95.26,100.864,93.36285714285714,0.2054794520547945
"Alford, Anthony",546990,2019,17,1.0209724075292037,0.15895999058642807,0.34057859115634664,95.514,105.536,94.22857142857143,0.21428571428571427
"Jones, Taylor",622100,2020,14,1.0169628921608904,0.3075229890112366,0.5334202487901061,99.27700000000002,103.316,95.10625,0.25
"Cruz, Tony",488810,2018,12,1.0167111527721246,0.3309700624862065,0.6033761477725056,95.137,103.61999999999999,91.26,0.2
"Ceciliani, Darrell",571553,2017,5,1.0161816467449754,0.5515102662146092,1.2144679473199005,104.316,109.168,102.25,0.3333333333333333
"Galloway, Isaac",543194,2019,37,1.0150553515076206,0.2791591614887521,0.3716583014944683,96.917,105.56800000000001,93.79615384615384,0.21153846153846154
"Phillips, Brandon",408252,2018,16,1.010865041752702,0.21286846493603662,0.40336000138401407,86.74000000000001,97.23999999999998,86.76666666666667,0.06451612903225806
"Kirk, Alejandro",672386,2020,20,1.0082591360675934,0.41619210885837676,0.5878864783475393,105.708,107.30799999999999,103.20833333333333,0.4166666666666667
"Alberto, Hanser",593643,2016,40,1.0070044458584975,0.21182530000805855,0.2915574039330876,88.86000000000001,98.14,88.25666666666666,0.08196721311475409
"Scruggs, Xavier",489305,2016,38,1.0062794894456388,0.3525908202128975,0.4425836845994717,99.774,107.38400000000001,97.93333333333334,0.34545454545454546
